term,vocabulary_id,hateful_meaning,is_unambiguous,is_unambiguous_in,average_offensiveness,plural_of,variant_of,is_about_nationality,is_about_ethnicity,is_about_religion,is_about_gender,is_about_sexual_orientation,is_about_disability,is_about_class,number_of_sightings
Twinkie,pGXZ28ajY,"[1] A European American, with little or no social or blood links to any tribe, who claims to be an American Indian (Native American). [2] An Asian American who has become completely integrated into White American, or mainstream American culture.",False,,90.0,,,False,True,False,False,False,False,False,0
hymie,Dqfdv8tFE,"A Jewish person, derived from the personal name Hyman (from the Hebrew name Chayyim). Jesse Jackson provoked controversy by referring to New York City as 'Hymietown' in 1984.",True,US,72.0,,,False,True,True,False,False,False,False,618
nicca,cA7nT7xG8,A black person.,True,,89.0,,nigger,False,True,False,False,False,False,False,4518
moon cricket,V2vVDr4n9,A black person,True,,86.0,,,False,True,False,False,False,False,False,2817
Velcro head,z2DNk9EWv,A black person (referencing stereotypical hair type).,False,,99.0,,,False,True,False,False,False,False,False,3
jiggaboo,9VY2n2aKw,"A black person. Jiggaboo or jigabo is from a Bantu verb tshikabo, meaning meek or servile.",True,,99.0,,jigaboo,False,True,False,False,False,False,False,3344
Jihadi,bEEufdZ9M,A Muslim.,False,,68.0,,,False,True,True,False,False,False,False,4096
timber nigger,n2Ry3Y9DQ,A Native American.,True,,100.0,,,False,True,False,False,False,False,False,18
darky,4yMfGkZxX,"A black person. The term may cause offense. though Randall Kennedy's Nigger: The Strange Career of a Troublesome Word notes that some judges have considered 'darky' a 'term of endearment.' In South Africa, it can be considered offensive (depending on the context), but is commonly used among black people to refer to other black people in a non-derogatory way.",True,,97.0,,,False,True,False,False,False,False,False,1020
coon,4Y79rwpux,"A black person. Possibly from Portuguese barracco, a building constructed to hold slaves for sale (1837). Popularized by the song 'Zip Coon', played at Minstrel shows in the 1830s.",False,,89.0,,,False,True,False,False,False,False,False,994
jungle bunny,dVEFpbV6b,A black person.,True,,87.0,,,False,True,False,False,False,False,False,2066
WASP,2Mc48YVB3,"Acronym for White Anglo-Saxton Protestant, and often synonymous with rectitude.",False,,34.0,,,False,True,True,False,False,False,False,0
suntan,MK3EjqrKZ,A black person.,False,,77.0,,,False,True,False,False,False,False,False,0
white chocolate,rDwdXGUz3,[1] A Caucasian trying to act black. [2] A black person trying to act Caucasian.,False,,56.0,,,False,True,False,False,False,False,False,0
tunnel digger,FPd6HAGn3,"A Vietnamese person, from the tunnels dug by the Viet Cong to elude pursuit during the Vietnam war.",False,,92.0,,,True,True,False,False,False,False,False,0
knacker,4A8RQr7kj,An Irish Traveller.,False,IE,95.0,,,True,True,False,False,False,False,False,5388
whigger,eqQYWFny7,"[1] Used in 19th-century United States to refer to the Irish. [2] Sometimes used today in reference to white people in a manner similar to white trash or redneck. [3] Also refers to white youth that imitate urban black youth by means of clothing style, mannerisms, and slang speech. The 'w' at the start of wigger refers to the white person and the 'igger' refers to nigger, which is a racial slur for black people. [4] Also used by radical Quebecois in self-reference, as in the seminal 1968 book White Niggers of America.",True,,88.0,,white nigger,True,True,False,False,False,False,False,1620
wigga,J7dPE7gev,"[1] Used in 19th-century United States to refer to the Irish. [2] Sometimes used today in reference to white people in a manner similar to white trash or redneck. [3] Also refers to white youth that imitate urban black youth by means of clothing style, mannerisms, and slang speech. The 'w' at the start of wigger refers to the white person and the 'igger' refers to nigger, which is a racial slur for black people. [4] Also used by radical Quebecois in self-reference, as in the seminal 1968 book White Niggers of America.",True,,99.0,,white nigger,True,True,False,False,False,False,False,4256
wigger,D46u6GJ24,"[1] Used in 19th-century United States to refer to the Irish. [2] Sometimes used today in reference to white people in a manner similar to white trash or redneck. [3] Also refers to white youth that imitate urban black youth by means of clothing style, mannerisms, and slang speech. The 'w' at the start of wigger refers to the white person and the 'igger' refers to nigger, which is a racial slur for black people. [4] Also used by radical Quebecois in self-reference, as in the seminal 1968 book White Niggers of America.",True,,99.0,,white nigger,True,True,False,False,False,False,False,4444
wink,4pjPavPE7,"A Caucasian who emulates, or associates with, Chinese people.",False,,82.0,,,False,True,False,False,False,False,False,0
wog,AnT64KuWU,"A swarthy or dark-skinned foreigner. Possibly derived from 'golliwogg' In Britain, it usually refers to dark skinned people from Asia or Africa, though some use the term to refer to anyone outside the borders of their own country. In Australia the term 'wog' is usually used to refer to Mediterranean Europeans (Spaniards, Italians, and Greeks) although it can be used for some Eastern Europeans, particularly those of the Balkans (Bosnians, Macedonians, Serbians, Croatians, or Albanians).",False,,80.0,,,True,True,False,False,False,False,False,531
wop,QP3aN4ZKR,"A person of Italian descent, derived from the Italian dialectism, 'guappo,' close to 'dude, swaggerer' and other informal appellations, a greeting among male Neapolitans.",False,,74.0,,,True,False,False,False,False,False,False,400
wexican,qNw68xaxX,A person of mixed Caucasian and Mexican parentage.,True,,71.0,,,True,True,False,False,False,False,False,383
yellow,Xt2TjYY4T,A person of Asian descent.,False,,90.0,,,False,True,False,False,False,False,False,0
yid,xTePW64Bz,"A Jewish person, although it is an endonym among Yiddish-speaking Jews. (The term is also used positively in Britain for Tottenham Hotspur fans (often proudly by themselves, for example calling themselves 'the Yid Army'), which includes a large Jewish supporting base from north-east London.)",False,,98.0,,,False,True,False,False,False,False,False,0
leprechaun,u3MbVtm6D,A person of Irish descent.,False,,67.0,,,True,False,False,False,False,False,False,1
zebra,qzE9mwG48,A person of mixed Caucasian and black parentage.,False,,61.0,,,False,True,False,False,False,False,False,0
lawn jockey,aNQD4UD6p,"A black person, from the traditional statue.",False,,98.0,,,False,True,False,False,False,False,False,1
island nigger,wdgYa6nht,A Polynesian.,True,,97.0,,,True,True,False,False,False,False,False,88
jiggabo,UDB92XuV4,"A black person. Jiggaboo or jigabo is from a Bantu verb tshikabo, meaning meek or servile.",True,,86.0,,jigaboo,False,True,False,False,False,False,False,231
zip,BE3dxqv63,"An Asian person. Used by American military personnel during the Korean War and Vietnam War. Also seen in the films Platoon, Apocalypse Now, Full Metal Jacket and Gran Torino. The phrase 'zips in the wire' from Platoon has also been used outside of this context.",False,,91.0,,,False,True,False,False,False,False,False,0
lugan,Bz2mNKUUK,"A Lithuanian, particularly a Lithuanian American.",False,,78.0,,,True,False,False,False,False,False,False,60
Lebbo,Qwa26Mdp9,A person of Lebanese descent.,False,,89.0,,Leb,True,False,False,False,False,False,False,88
zipperhead,AhtwT2N2q,"An Asian person. Used by American military personnel during the Korean War and Vietnam War. Also seen in the films Platoon, Apocalypse Now, Full Metal Jacket and Gran Torino. The phrase 'zips in the wire' from Platoon has also been used outside of this context.",False,,97.0,,zip,False,True,False,False,False,False,False,814
moxy,ADpu4RdgV,A Jewish person (first used in the 1930s).,False,,73.0,,mocky,False,True,False,False,False,False,False,0
mud duck,BT2FwtRDK,White supremacist term for a black person.,False,,87.0,,mud person,False,True,False,False,False,False,False,2156
mulato,FDvV6GUq8,Born of a Caucasian parent and a black parent.,False,,70.0,,,False,True,False,False,False,False,False,197
mung,qC4fmY3xq,"Pronunciation of 'hmong', the Vietnamese people which were relocated to the United States during and after the Vietnam War.",False,,86.0,,,True,True,False,False,False,False,False,0
munt,Ayf4YRfck,"Among whites in South Africa, Zimbabwe, and Zambia, denotes a black person. Derives from muntu, the singular Bantu word for 'person'. In the UK, the word means 'ugly person', especially 'ugly woman'.",False,,92.0,,munter,False,True,False,False,False,False,False,0
munter,CtE6B3RpW,"Among whites in South Africa, Zimbabwe, and Zambia, denotes a black person. Derives from muntu, the singular Bantu word for 'person'. In the UK, the word means 'ugly person', especially 'ugly woman'.",False,,90.0,,,False,True,False,False,False,False,False,1188
mutt,NntnR6JYq,A person of mixed heritage.,False,,69.0,,,False,True,False,False,False,False,False,1
mulignan,Y9DfYmeHb,"A black person, used by Italians in US. It is a corruption of melanzane, the Italian word for eggplant.",False,,70.0,,moulie,False,True,False,False,False,False,False,231
mud shark,PV6UEzTKa,A Caucasian woman who dates a black man.,False,,92.0,,,False,True,False,False,False,False,False,1419
nacho,D7Hk6QYRE,A person of Hispanic descent.,False,,75.0,,,False,True,False,False,False,False,False,0
queen,zUybh9YDp,A homosexual.,False,,78.0,,,False,False,False,False,True,False,False,0
raghead,YJhm3kV8c,"An Arab, Indian Sikh or other individual of Middle Eastern or South Asian descent wearing traditional headdress such as turbans or keffiyehs. Sometimes used generically for all Islamic nations.",False,,99.0,,,False,True,False,False,False,False,False,5519
race traitor,RKktUbpr4,Term used by white supremacists to denote a person of mixed race.,True,,87.0,,,False,True,False,False,False,False,False,2869
nichi,Xw2N3JWxQ,A North American Indian (from the Algonquian word for 'friend').,False,,84.0,,nitchie,False,True,False,False,False,False,False,0
nig,mNKFT6BAY,A black person.,False,,99.0,,nigger,False,True,False,False,False,False,False,1313
nig nog,6mq9NRfPf,A black person.,True,,99.0,,nigger,False,True,False,False,False,False,False,4448
nigar,fFr8UczxZ,A black person.,False,,99.0,,nigger,False,True,False,False,False,False,False,89
niger,NwzFp2ZbW,A black person.,False,,99.0,,nigger,False,True,False,False,False,False,False,67
Punjab,HCba6mtBA,A person of Indian descent.,False,,86.0,,,True,True,False,False,False,False,False,0
nidge,2aBU76kC4,A North American Indian (from the Algonquian word for 'friend').,False,,82.0,,nitchie,False,True,False,False,False,False,False,0
nigguh,enGXBUA3V,A black person.,True,,99.0,,nigger,False,True,False,False,False,False,False,4277
mangia cake,ztbHCe6kx,"A derogatory term used by Italians to disdainfully describe those of Anglo-Saxon descent (from Italian, literally 'cake eater'). One suggestion is that this term originated from the perception of Italian immigrants that Canadian bread is sweet as cake in comparison to the rustic bread eaten by Italians.",False,,71.0,,,False,True,False,False,False,False,False,210
niggress,UkbYtD9jt,A black person.,True,,100.0,,nigger,False,True,False,False,False,False,False,2096
pollo,9n2hb4CAU,"[1] A person of Hispanic descent, from the Spanish word for 'chicken'. [2] An illegal alien, particularly one of Hispanic descent.",False,,98.0,,,False,True,False,False,False,False,False,0
muktuk,hG3pmg9dR,[1] An Alaskan. [2] An Inuit.,False,,83.0,,muk,False,True,False,False,False,False,False,0
powderburn,9MXjzCmKw,A black person.,False,,85.0,,,False,True,False,False,False,False,False,0
porch monkey,cFdkKp7HC,A black person referring to perceived common behavior of groups hanging out on front porches or steps of urban apartment complexes in US cities.,False,,94.0,,,False,True,False,False,False,False,False,3873
moulinyan,e3zJjbfYh,"A black person, used by Italians in US. It is a corruption of melanzane, the Italian word for eggplant.",False,,89.0,,moulie,False,True,False,False,False,False,False,135
